age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,y
34,white-collar,single,tertiary,no,5462,no,no,cellular,30,first half,430,1,-1,0,yes
25,white-collar,single,secondary,no,402,no,yes,cellular,7,second half,264,1,-1,0,no
40,white-collar,single,secondary,no,641,no,no,cellular,16,second half,156,6,-1,0,no
43,white-collar,divorced,tertiary,no,36,no,no,cellular,26,first half,118,1,102,2,no
50,blue-collar,married,secondary,no,283,yes,no,cellular,7,second half,226,3,-1,0,no
35,blue-collar,divorced,secondary,no,3102,yes,no,cellular,20,second half,138,1,-1,0,no
32,blue-collar,married,secondary,no,889,yes,no,cellular,10,second half,185,1,99,5,yes
59,other,married,secondary,no,0,no,no,telephone,3,first half,722,1,99,4,no
40,white-collar,single,secondary,no,10378,yes,no,cellular,17,second half,523,3,-1,0,no
40,white-collar,married,tertiary,no,8969,yes,no,cellular,17,second half,153,1,-1,0,no
38,white-collar,married,secondary,yes,15,yes,no,cellular,10,second half,121,1,-1,0,no
61,white-collar,married,secondary,no,4608,no,no,cellular,12,first half,212,1,-1,0,yes
77,other,married,tertiary,no,7802,no,no,telephone,4,first half,421,1,92,2,yes
56,white-collar,single,secondary,no,237,yes,no,telephone,9,second half,236,4,-1,0,no
40,white-collar,married,secondary,no,694,yes,no,cellular,4,first half,97,4,196,5,no
40,white-collar,married,tertiary,no,0,no,no,cellular,14,second half,109,8,-1,0,no
54,white-collar,married,tertiary,no,55,yes,no,cellular,2,first half,112,2,-1,0,no
55,white-collar,divorced,secondary,yes,-404,yes,no,cellular,22,second half,502,3,-1,0,no
33,white-collar,married,tertiary,no,641,yes,no,cellular,13,second half,347,2,-1,0,no
53,white-collar,married,secondary,no,1796,no,no,telephone,16,first half,295,1,91,2,yes
46,white-collar,married,secondary,no,22,no,no,cellular,26,second half,388,6,-1,0,yes
44,white-collar,single,secondary,no,244,yes,no,cellular,12,second half,1735,4,-1,0,yes
50,other,married,secondary,no,7317,yes,no,cellular,13,first half,172,1,370,1,no
34,white-collar,single,secondary,no,4943,yes,yes,cellular,19,second half,117,2,-1,0,no
42,white-collar,single,tertiary,no,515,yes,no,cellular,19,second half,501,2,-1,0,no
32,white-collar,single,tertiary,no,12607,no,no,cellular,14,second half,203,5,84,1,no
58,white-collar,married,secondary,no,2,yes,yes,telephone,25,second half,282,9,-1,0,no
31,white-collar,married,tertiary,no,13,no,no,cellular,28,second half,110,5,-1,0,no
19,other,single,primary,no,103,no,no,cellular,10,second half,104,2,-1,0,yes
41,white-collar,married,tertiary,no,3872,no,no,cellular,15,second half,231,1,-1,0,no
52,white-collar,single,primary,no,217,no,yes,cellular,15,second half,193,6,-1,0,no
41,blue-collar,single,secondary,no,428,yes,no,cellular,12,first half,92,1,-1,0,no
30,blue-collar,single,secondary,no,315,no,no,cellular,23,first half,1407,1,-1,0,yes
38,blue-collar,married,secondary,no,121,yes,yes,cellular,6,first half,168,1,212,2,no
32,white-collar,married,tertiary,no,820,yes,no,cellular,17,second half,738,3,-1,0,no
52,white-collar,married,secondary,no,195,yes,no,cellular,18,first half,220,1,63,5,yes
36,white-collar,married,tertiary,no,-381,yes,no,cellular,31,second half,30,29,-1,0,no
45,other,divorced,primary,no,757,no,no,cellular,20,first half,103,1,325,4,no
36,blue-collar,married,primary,no,1925,yes,no,cellular,20,first half,904,2,-1,0,yes
34,white-collar,married,tertiary,no,902,yes,no,cellular,14,first half,159,1,367,2,no
61,other,married,secondary,no,5207,no,no,cellular,11,second half,336,1,81,2,no
50,white-collar,married,secondary,no,665,no,no,telephone,17,second half,238,1,-1,0,no
43,white-collar,divorced,secondary,no,738,yes,no,cellular,21,second half,585,4,191,4,no
47,blue-collar,married,primary,no,233,no,no,cellular,8,second half,293,3,-1,0,no
49,other,divorced,secondary,no,66,no,no,cellular,9,second half,218,3,-1,0,no
43,white-collar,married,primary,no,2567,yes,no,cellular,14,first half,109,1,360,2,no
40,white-collar,married,tertiary,no,1584,yes,no,telephone,21,second half,661,1,-1,0,no
32,white-collar,single,secondary,no,182,yes,no,cellular,6,first half,145,1,-1,0,no
58,white-collar,married,primary,no,76,yes,no,telephone,18,first half,54,4,-1,0,no
34,white-collar,single,secondary,no,663,yes,no,cellular,20,first half,111,1,-1,0,no
29,blue-collar,married,secondary,no,15,no,no,cellular,3,first half,136,1,-1,0,no
52,blue-collar,married,primary,no,1054,no,no,cellular,4,second half,273,1,-1,0,no
45,white-collar,married,tertiary,no,1529,no,no,cellular,30,first half,160,1,-1,0,no
26,white-collar,single,secondary,no,63,no,no,cellular,28,second half,76,4,-1,0,no
40,white-collar,married,tertiary,no,0,no,no,cellular,19,second half,44,1,-1,0,no
47,white-collar,single,secondary,no,3696,no,no,cellular,12,second half,250,2,181,4,yes
27,white-collar,married,secondary,no,0,yes,no,cellular,23,second half,198,13,-1,0,no
49,white-collar,married,secondary,no,2465,no,no,cellular,20,second half,157,3,-1,0,no
35,blue-collar,married,primary,no,0,yes,no,cellular,24,second half,90,6,-1,0,no
47,white-collar,married,secondary,yes,2,no,no,cellular,5,first half,236,2,-1,0,no
54,white-collar,married,tertiary,no,0,no,no,cellular,16,second half,118,5,-1,0,no
39,white-collar,single,tertiary,no,12437,no,no,telephone,18,second half,40,1,-1,0,no
28,other,single,secondary,no,378,yes,no,cellular,17,first half,346,1,-1,0,no
34,white-collar,married,secondary,no,-228,yes,no,cellular,20,first half,187,3,332,3,no
63,other,married,secondary,no,2747,no,no,cellular,11,second half,113,1,80,1,no
37,white-collar,married,secondary,no,1314,yes,no,cellular,8,first half,682,2,85,7,no
55,blue-collar,married,primary,no,2275,no,no,cellular,25,second half,139,9,-1,0,no
43,white-collar,single,tertiary,no,1304,no,no,cellular,6,second half,501,2,-1,0,yes
41,blue-collar,married,secondary,yes,720,no,yes,cellular,24,second half,651,1,-1,0,yes
47,white-collar,divorced,secondary,no,2914,yes,no,cellular,18,second half,405,13,-1,0,no
28,other,single,secondary,no,11555,no,no,cellular,8,first half,125,2,-1,0,no
36,white-collar,married,secondary,no,-302,yes,no,cellular,13,first half,36,2,-1,0,no
50,white-collar,married,secondary,no,2497,yes,no,cellular,21,second half,35,1,176,1,no
40,white-collar,married,secondary,no,56,yes,yes,cellular,29,first half,194,1,247,1,no
26,white-collar,single,tertiary,no,211,no,no,cellular,29,first half,168,3,-1,0,no
59,other,married,primary,no,0,no,no,cellular,30,first half,3025,2,-1,0,no
28,other,single,secondary,no,459,no,no,cellular,16,first half,83,13,-1,0,no
50,white-collar,married,secondary,no,1138,no,no,cellular,14,second half,219,10,-1,0,no
53,white-collar,married,tertiary,no,1319,yes,no,cellular,16,first half,427,1,150,1,no
81,other,married,secondary,no,1,no,no,cellular,19,second half,65,5,-1,0,no
35,white-collar,divorced,secondary,no,67,yes,no,cellular,5,first half,192,2,-1,0,no
44,white-collar,married,secondary,no,0,yes,yes,cellular,11,first half,161,1,-1,0,no
38,white-collar,married,tertiary,no,-558,yes,no,cellular,21,second half,533,1,-1,0,no
49,blue-collar,married,secondary,no,171,no,no,cellular,4,first half,19,3,175,2,no
33,white-collar,single,tertiary,no,696,no,yes,cellular,5,first half,193,1,176,8,no
29,white-collar,married,tertiary,no,361,yes,yes,cellular,28,second half,819,3,-1,0,no
28,white-collar,single,secondary,no,227,no,no,cellular,30,first half,278,1,-1,0,yes
31,white-collar,married,secondary,no,236,yes,yes,telephone,4,first half,211,3,-1,0,no
33,white-collar,single,tertiary,no,-53,no,no,cellular,29,first half,617,2,-1,0,no
52,white-collar,married,secondary,no,192,yes,no,cellular,23,second half,61,2,-1,0,no
43,white-collar,divorced,tertiary,no,38,yes,no,cellular,25,second half,197,6,-1,0,no
32,white-collar,single,secondary,no,518,yes,no,cellular,18,first half,34,7,-1,0,no
36,white-collar,married,tertiary,no,16,yes,yes,cellular,18,second half,95,4,-1,0,no
43,blue-collar,married,secondary,no,105,no,yes,cellular,4,second half,668,2,-1,0,no
39,white-collar,married,secondary,no,1048,no,yes,cellular,21,second half,405,1,-1,0,no
31,white-collar,married,secondary,no,660,no,no,cellular,22,first half,115,1,-1,0,no
37,other,single,tertiary,yes,0,yes,no,cellular,10,second half,108,1,-1,0,no
47,other,married,primary,no,201,yes,no,cellular,7,second half,58,2,382,1,no
37,other,married,primary,no,189,no,no,cellular,8,second half,148,4,-1,0,no
43,white-collar,divorced,secondary,no,1413,yes,no,telephone,28,second half,75,3,-1,0,no
58,other,divorced,tertiary,no,264,yes,yes,cellular,8,second half,523,3,-1,0,no
52,white-collar,married,tertiary,no,54,yes,yes,telephone,18,second half,103,1,-1,0,no
50,blue-collar,married,primary,no,12519,yes,no,cellular,17,first half,146,2,147,4,no
32,white-collar,single,secondary,no,2881,no,no,cellular,2,second half,356,1,-1,0,yes
42,blue-collar,married,primary,no,0,yes,no,cellular,17,second half,71,1,-1,0,no
31,white-collar,married,secondary,no,88,yes,yes,cellular,8,second half,189,2,-1,0,no
36,white-collar,divorced,tertiary,no,119,no,no,cellular,23,second half,127,8,-1,0,no
51,other,single,tertiary,no,1594,no,no,telephone,4,first half,197,1,-1,0,no
46,white-collar,married,tertiary,no,342,yes,yes,cellular,5,first half,84,1,-1,0,no
26,white-collar,single,tertiary,no,81,no,no,cellular,21,second half,262,3,-1,0,no
41,white-collar,married,tertiary,no,231,no,no,cellular,7,second half,352,2,-1,0,yes
39,white-collar,married,tertiary,no,1161,yes,no,cellular,9,first half,236,1,336,1,no
28,white-collar,single,tertiary,no,231,yes,yes,cellular,25,second half,568,2,-1,0,no
31,white-collar,single,secondary,no,36,no,no,cellular,27,second half,105,2,-1,0,no
30,white-collar,married,tertiary,no,1570,yes,no,cellular,26,first half,260,1,-1,0,no
35,white-collar,married,tertiary,no,7050,no,no,cellular,11,second half,222,3,182,4,yes
30,white-collar,single,tertiary,no,6619,yes,no,cellular,21,second half,239,8,-1,0,no
32,blue-collar,single,secondary,no,-84,yes,no,cellular,11,first half,426,1,-1,0,no
40,white-collar,single,tertiary,no,1509,no,no,cellular,12,first half,333,1,58,3,no
31,white-collar,married,tertiary,no,1134,no,no,cellular,6,first half,174,2,-1,0,no
33,white-collar,single,tertiary,no,9449,yes,no,cellular,8,first half,428,1,-1,0,no
57,other,married,secondary,no,374,yes,yes,cellular,16,second half,236,1,-1,0,no
45,white-collar,married,secondary,no,88,no,no,cellular,29,second half,150,2,-1,0,no
59,white-collar,married,tertiary,no,2764,no,no,cellular,24,second half,237,1,206,2,no
30,white-collar,single,tertiary,no,2,yes,yes,cellular,25,second half,1031,8,-1,0,yes
33,white-collar,married,tertiary,no,8023,no,no,cellular,30,second half,107,1,105,3,no
83,other,married,secondary,no,0,no,no,cellular,18,first half,140,10,-1,0,no
33,white-collar,divorced,tertiary,yes,280,no,yes,cellular,18,second half,155,1,-1,0,no
31,white-collar,married,secondary,no,33,no,no,cellular,6,second half,165,4,-1,0,no
35,blue-collar,divorced,secondary,no,275,no,yes,cellular,10,second half,144,5,-1,0,no
32,white-collar,single,tertiary,no,890,yes,yes,cellular,28,second half,27,10,-1,0,no
46,white-collar,married,secondary,no,548,no,no,cellular,12,second half,1181,4,-1,0,yes
56,white-collar,married,tertiary,no,272,no,no,cellular,26,second half,103,2,-1,0,no
46,white-collar,divorced,tertiary,no,6269,yes,no,telephone,18,second half,249,3,112,2,no
29,white-collar,married,secondary,no,178,yes,no,cellular,5,first half,231,4,-1,0,no
60,white-collar,married,primary,no,252,yes,yes,cellular,13,first half,123,2,147,3,no
33,other,single,tertiary,no,23663,yes,no,cellular,16,first half,199,2,146,2,no
27,white-collar,single,tertiary,no,81,no,no,cellular,5,first half,197,1,199,3,no
45,white-collar,married,secondary,no,1343,no,yes,cellular,8,second half,220,1,-1,0,no
58,other,married,secondary,no,225,no,no,cellular,7,second half,122,6,-1,0,no
58,other,divorced,primary,no,2538,yes,no,cellular,31,second half,307,6,-1,0,no
64,other,married,primary,no,43,no,no,cellular,11,first half,117,1,91,1,no
47,white-collar,married,secondary,no,57,no,no,cellular,5,first half,253,1,342,1,no
40,white-collar,married,tertiary,no,-117,yes,no,cellular,17,second half,770,2,-1,0,no
36,white-collar,divorced,secondary,no,666,yes,yes,cellular,3,first half,190,1,133,1,no
28,white-collar,single,tertiary,no,0,yes,no,cellular,16,second half,767,5,-1,0,yes
38,white-collar,single,tertiary,no,25,yes,no,cellular,1,first half,232,2,-1,0,yes
53,white-collar,married,primary,no,1034,yes,no,cellular,19,second half,854,2,170,3,no
54,white-collar,married,secondary,no,0,no,no,telephone,16,second half,986,1,94,8,no
32,white-collar,married,tertiary,no,0,no,no,cellular,19,second half,66,1,-1,0,no
55,white-collar,married,primary,no,621,no,yes,cellular,2,first half,114,1,208,1,no
55,other,divorced,secondary,no,138,no,no,cellular,17,second half,205,1,-1,0,no
56,white-collar,married,secondary,no,4063,no,yes,telephone,28,second half,31,4,-1,0,no
44,white-collar,married,secondary,no,310,yes,no,cellular,6,first half,200,1,253,1,no
41,other,divorced,secondary,no,1281,no,no,cellular,31,second half,45,3,-1,0,no
37,white-collar,married,secondary,no,64,yes,no,cellular,12,first half,239,4,278,2,no
58,white-collar,single,tertiary,no,2,yes,no,telephone,11,first half,168,3,-1,0,no
52,blue-collar,married,secondary,no,60,no,yes,cellular,26,second half,196,2,-1,0,no
31,white-collar,married,secondary,no,251,no,yes,cellular,29,second half,156,2,-1,0,no
37,white-collar,married,secondary,no,4153,yes,no,cellular,31,second half,35,16,-1,0,no
30,white-collar,single,tertiary,no,985,yes,no,cellular,19,first half,88,2,-1,0,no
28,white-collar,single,secondary,no,168,no,no,cellular,1,first half,347,3,140,2,yes
46,white-collar,married,secondary,no,1550,yes,no,cellular,16,first half,126,2,149,8,no
47,white-collar,married,tertiary,no,7708,yes,no,cellular,21,second half,157,5,-1,0,no
80,white-collar,married,primary,no,6483,no,no,telephone,19,second half,123,1,-1,0,no
22,other,single,tertiary,no,1161,no,yes,cellular,16,first half,119,1,-1,0,no
49,white-collar,married,tertiary,no,1430,no,no,cellular,18,second half,231,2,-1,0,no
51,other,married,secondary,no,35,no,yes,cellular,8,second half,123,4,-1,0,no
41,white-collar,married,tertiary,no,6000,yes,no,cellular,18,second half,265,1,-1,0,no
34,white-collar,married,secondary,no,0,yes,no,cellular,15,second half,144,1,-1,0,no
35,white-collar,married,tertiary,no,0,no,no,cellular,5,first half,74,1,168,4,no
29,white-collar,married,secondary,no,3,yes,no,cellular,10,second half,183,1,-1,0,no
40,white-collar,single,tertiary,no,445,yes,no,cellular,24,second half,631,1,-1,0,no
32,white-collar,divorced,tertiary,no,874,no,no,cellular,12,second half,1282,6,-1,0,yes
33,white-collar,single,tertiary,no,123,no,no,cellular,19,second half,264,1,-1,0,no
35,other,divorced,secondary,no,39,no,no,cellular,31,second half,149,2,-1,0,no
28,white-collar,single,tertiary,no,102,no,no,cellular,28,first half,321,2,-1,0,no
25,other,single,secondary,no,1790,no,no,cellular,17,first half,224,1,322,3,no
56,white-collar,single,tertiary,no,15311,no,no,cellular,29,first half,157,6,-1,0,no
30,white-collar,single,secondary,no,-635,no,no,cellular,25,second half,250,1,-1,0,no
45,blue-collar,married,secondary,no,115,no,no,cellular,11,second half,209,4,-1,0,no
40,blue-collar,married,secondary,no,498,yes,no,cellular,8,first half,55,2,298,4,no
39,blue-collar,married,secondary,no,1045,yes,yes,cellular,9,second half,290,13,-1,0,no
31,white-collar,single,tertiary,no,-162,yes,no,cellular,18,first half,380,1,-1,0,no
32,white-collar,married,tertiary,no,55,no,no,cellular,2,first half,124,3,-1,0,no
26,white-collar,single,secondary,no,455,no,no,cellular,29,first half,240,1,182,8,no
31,white-collar,married,tertiary,no,1010,yes,no,cellular,15,first half,385,3,364,9,no
37,white-collar,single,tertiary,no,509,yes,no,cellular,6,first half,133,1,-1,0,no
57,white-collar,married,secondary,no,3071,yes,yes,cellular,7,first half,63,3,-1,0,no
47,white-collar,single,tertiary,no,153,yes,no,cellular,18,second half,192,2,-1,0,no
48,blue-collar,married,primary,no,1092,no,yes,cellular,18,second half,79,1,172,8,no
50,white-collar,married,tertiary,no,3463,no,yes,cellular,28,second half,96,1,-1,0,yes
33,white-collar,married,secondary,no,1158,yes,no,cellular,20,first half,25,2,-1,0,no
28,white-collar,single,secondary,no,26,yes,no,cellular,7,first half,227,2,-1,0,no
30,white-collar,single,secondary,no,566,no,no,cellular,5,first half,110,1,-1,0,no
52,white-collar,divorced,secondary,no,204,no,no,cellular,7,second half,134,2,-1,0,no
36,white-collar,married,secondary,no,480,no,no,cellular,20,second half,213,1,-1,0,yes
36,white-collar,single,secondary,no,1855,yes,no,cellular,4,first half,75,1,273,1,no
46,white-collar,married,secondary,no,1034,no,no,cellular,8,second half,109,2,-1,0,no
57,white-collar,married,tertiary,no,3250,no,no,cellular,20,second half,162,3,-1,0,no
28,white-collar,single,secondary,no,1633,no,no,cellular,5,first half,275,1,-1,0,yes
46,white-collar,married,secondary,no,0,yes,no,cellular,22,first half,154,1,124,1,no
55,other,married,primary,no,3334,no,no,cellular,14,second half,632,4,-1,0,yes
